1627797589.974999       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975062       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975153       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975226       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975244       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975393       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975410       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975556       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975579       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975715       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975765       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975806       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.975902       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.976001       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.976035       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.976079       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.976182       C5rhPq17A4sPQqiFQd      192.12.238.129  63459   8.8.8.8 53      udp     59625   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.620479       CfBtqv4Hx6uP7U2Nw5      192.12.238.129  6229    8.8.8.8 53      udp     23205   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
1627797589.620559       CfBtqv4Hx6uP7U2Nw5      192.12.238.129  6229    8.8.8.8 53      udp     23205   -       (empty) 1       C_INTERNET      2       NS      -       -       F       F       T       F       0       -       -       F
